BTC,Date,Closing Price (USD)
BTC,10/11/2016,618.3275
BTC,10/12/2016,637.21624
BTC,10/13/2016,637.73625
BTC,10/14/2016,635.88375
BTC,10/15/2016,638.975
BTC,10/16/2016,638.605
BTC,10/17/2016,636.635
BTC,10/18/2016,637.01625
BTC,10/19/2016,634.605
BTC,10/20/2016,626.36875
BTC,10/21/2016,629.61249
BTC,10/22/2016,630.61875
BTC,10/23/2016,650.895
BTC,10/24/2016,647.69375
BTC,10/25/2016,652.235
BTC,10/26/2016,657.05625
BTC,10/27/2016,684.3775
BTC,10/28/2016,684.2975
BTC,10/29/2016,700.135
BTC,10/30/2016,704.91
BTC,10/31/2016,693.89625
BTC,11/1/2016,708.955
BTC,11/2/2016,725.6925
BTC,11/3/2016,741.84875
BTC,11/4/2016,701.21875
BTC,11/5/2016,702.175
BTC,11/6/2016,705.47875
BTC,11/7/2016,705.47125
BTC,11/8/2016,706.13375
BTC,11/9/2016,728.36125
BTC,11/10/2016,719.2525
BTC,11/11/2016,714.57125
BTC,11/12/2016,715.7725
BTC,11/13/2016,694.72125
BTC,11/14/2016,704.62125
BTC,11/15/2016,711.39625
BTC,11/16/2016,710.9275
BTC,11/17/2016,745.92625
BTC,11/18/2016,738.665
BTC,11/19/2016,748.8075
BTC,11/20/2016,752.5525
BTC,11/21/2016,730.365
BTC,11/22/2016,734.84
BTC,11/23/2016,745.97875
BTC,11/24/2016,739.81875
BTC,11/25/2016,730.3125
BTC,11/26/2016,737.4025
BTC,11/27/2016,727.445
BTC,11/28/2016,731.9
BTC,11/29/2016,731.12625
BTC,11/30/2016,731.64
BTC,12/1/2016,744.1025
BTC,12/2/2016,766.5925
BTC,12/3/2016,769.915
BTC,12/4/2016,764.3575
BTC,12/5/2016,760.1
BTC,12/6/2016,754.82625
BTC,12/7/2016,758.35375
BTC,12/8/2016,763.23625
BTC,12/9/2016,766.8725
BTC,12/10/2016,773.2825
BTC,12/11/2016,765.9525
BTC,12/12/2016,769.8275
BTC,12/13/2016,774.38625
BTC,12/14/2016,778.35625
BTC,12/15/2016,776.9825
BTC,12/16/2016,776.415
BTC,12/17/2016,786.9725
BTC,12/18/2016,789.24625
BTC,12/19/2016,791
BTC,12/20/2016,789.2325
BTC,12/21/2016,805.79625
BTC,12/22/2016,842.63875
BTC,12/23/2016,910.9325
BTC,12/24/2016,910.2475
BTC,12/25/2016,870.13125
BTC,12/26/2016,905.45625
BTC,12/27/2016,900.36625
BTC,12/28/2016,948.89875
BTC,12/29/2016,971.645
BTC,12/30/2016,954.84375
BTC,12/31/2016,952.455
BTC,1/1/2017,964.325
BTC,1/2/2017,1009.97375
BTC,1/3/2017,1028.33375
BTC,1/4/2017,1047.09999
BTC,1/5/2017,1140.385
BTC,1/6/2017,985.93875
BTC,1/7/2017,837.83625
BTC,1/8/2017,923.52375
BTC,1/9/2017,889.33875
BTC,1/10/2017,905.22625
BTC,1/11/2017,910.60625
BTC,1/12/2017,772.66125
BTC,1/13/2017,784.89375
BTC,1/14/2017,820.68875
BTC,1/15/2017,821.19625
BTC,1/16/2017,830.74
BTC,1/17/2017,848.58125
BTC,1/18/2017,890.29375
BTC,1/19/2017,888.0625
BTC,1/20/2017,896.16375
BTC,1/21/2017,920.58875
BTC,1/22/2017,934.7775
BTC,1/23/2017,920.365
BTC,1/24/2017,912.2125
BTC,1/25/2017,898.55
BTC,1/26/2017,901.05
BTC,1/27/2017,912.84375
BTC,1/28/2017,919.795
BTC,1/29/2017,920.82875
BTC,1/30/2017,916.91125
BTC,1/31/2017,921.35125
BTC,2/1/2017,973.065
BTC,2/2/2017,982.8275
BTC,2/3/2017,1020.09
BTC,2/4/2017,1011.215
BTC,2/5/2017,1029.40124
BTC,2/6/2017,1019.3125
BTC,2/7/2017,1029.40875
BTC,2/8/2017,1067.70875
BTC,2/9/2017,1072.205
BTC,2/10/2017,974.95875
BTC,2/11/2017,997.2275
BTC,2/12/2017,1004.71375
BTC,2/13/2017,1004.85375
BTC,2/14/2017,994.58
BTC,2/15/2017,1003.59
BTC,2/16/2017,1018.41125
BTC,2/17/2017,1038.86625
BTC,2/18/2017,1058.315
BTC,2/19/2017,1052.84375
BTC,2/20/2017,1046.66249
BTC,2/21/2017,1079.5825
BTC,2/22/2017,1112.86375
BTC,2/23/2017,1122.515
BTC,2/24/2017,1193.501
BTC,2/25/2017,1182.429
BTC,2/26/2017,1139.848
BTC,2/27/2017,1189.366
BTC,2/28/2017,1189.94699
BTC,3/1/2017,1193.611
BTC,3/2/2017,1221.05
BTC,3/3/2017,1269.776
BTC,3/4/2017,1285.376
BTC,3/5/2017,1260.668
BTC,3/6/2017,1273.24699
BTC,3/7/2017,1280.30499
BTC,3/8/2017,1206.357
BTC,3/9/2017,1153.06
BTC,3/10/2017,1200.557
BTC,3/11/2017,1147.625
BTC,3/12/2017,1186.351
BTC,3/13/2017,1235.553
BTC,3/14/2017,1242.806
BTC,3/15/2017,1245.892
BTC,3/16/2017,1247.67099
BTC,3/17/2017,1126.08199
BTC,3/18/2017,1062.07
BTC,3/19/2017,1000.24599
BTC,3/20/2017,1036.226
BTC,3/21/2017,1065.481
BTC,3/22/2017,1091.333
BTC,3/23/2017,1036.099
BTC,3/24/2017,1013.844
BTC,3/25/2017,921.808
BTC,3/26/2017,962.508
BTC,3/27/2017,968.293
BTC,3/28/2017,1035.32199
BTC,3/29/2017,1011.969
BTC,3/30/2017,1041.374
BTC,3/31/2017,1048.86299
BTC,4/1/2017,1077.557
BTC,4/2/2017,1082.37
BTC,4/3/2017,1140.037
BTC,4/4/2017,1148.092
BTC,4/5/2017,1139.86
BTC,4/6/2017,1150.685
BTC,4/7/2017,1177.284
BTC,4/8/2017,1196.896
BTC,4/9/2017,1187.03299
BTC,4/10/2017,1213.801
BTC,4/11/2017,1206.74
BTC,4/12/2017,1226.896
BTC,4/13/2017,1216.269
BTC,4/14/2017,1187.136
BTC,4/15/2017,1186.10899
BTC,4/16/2017,1189.55
BTC,4/17/2017,1184.2
BTC,4/18/2017,1211.73799
BTC,4/19/2017,1218.666
BTC,4/20/2017,1227.981
BTC,4/21/2017,1261.702
BTC,4/22/2017,1255.25125
BTC,4/23/2017,1232.7575
BTC,4/24/2017,1243.43
BTC,4/25/2017,1251.5775
BTC,4/26/2017,1269.69625
BTC,4/27/2017,1289.7475
BTC,4/28/2017,1335.825
BTC,4/29/2017,1319.7
BTC,4/30/2017,1311.58874
BTC,5/1/2017,1370.79
BTC,5/2/2017,1416.61
BTC,5/3/2017,1448.88625
BTC,5/4/2017,1506.7725
BTC,5/5/2017,1543.31
BTC,5/6/2017,1536.1525
BTC,5/7/2017,1554.6025
BTC,5/8/2017,1564.065
BTC,5/9/2017,1644.72875
BTC,5/10/2017,1695.83125
BTC,5/11/2017,1748.35375
BTC,5/12/2017,1774.52
BTC,5/13/2017,1634.6075
BTC,5/14/2017,1774.805
BTC,5/15/2017,1747.04375
BTC,5/16/2017,1665.0325
BTC,5/17/2017,1744.44125
BTC,5/18/2017,1796.89625
BTC,5/19/2017,1913.13875
BTC,5/20/2017,1983.97875
BTC,5/21/2017,2074.69625
BTC,5/22/2017,2114.98875
BTC,5/23/2017,2196.66874
BTC,5/24/2017,2348.55249
BTC,5/25/2017,2581.85375
BTC,5/26/2017,2460.95375
BTC,5/27/2017,2232.2875
BTC,5/28/2017,2234.83374
BTC,5/29/2017,2195.785
BTC,5/30/2017,2315.73625
BTC,5/31/2017,2170.98124
BTC,6/1/2017,2402.125
BTC,6/2/2017,2477.1725
BTC,6/3/2017,2475.2975
BTC,6/4/2017,2526.31125
BTC,6/5/2017,2605.125
BTC,6/6/2017,2855.03
BTC,6/7/2017,2900.8525
BTC,6/8/2017,2737.9025
BTC,6/9/2017,2826.03875
BTC,6/10/2017,2846.00625
BTC,6/11/2017,2910.33625
BTC,6/12/2017,3007.0125
BTC,6/13/2017,2697.0775
BTC,6/14/2017,2780.1825
BTC,6/15/2017,2518.54875
BTC,6/16/2017,2438.61749
BTC,6/17/2017,2520.78375
BTC,6/18/2017,2680.1025
BTC,6/19/2017,2611.67999
BTC,6/20/2017,2667.5475
BTC,6/21/2017,2805.0975
BTC,6/22/2017,2702.00375
BTC,6/23/2017,2763.29125
BTC,6/24/2017,2740.5925
BTC,6/25/2017,2598.15875
BTC,6/26/2017,2630.59499
BTC,6/27/2017,2513.42999
BTC,6/28/2017,2556.1675
BTC,6/29/2017,2591.2675
BTC,6/30/2017,2547.3225
BTC,7/1/2017,2479.05499
BTC,7/2/2017,2424.69875
BTC,7/3/2017,2513.74125
BTC,7/4/2017,2640.06125
BTC,7/5/2017,2588.67875
BTC,7/6/2017,2634.17375
BTC,7/7/2017,2598.57
BTC,7/8/2017,2514.3625
BTC,7/9/2017,2586.0425
BTC,7/10/2017,2524.12624
BTC,7/11/2017,2352.265
BTC,7/12/2017,2292.91375
BTC,7/13/2017,2437.55375
BTC,7/14/2017,2337.67875
BTC,7/15/2017,2109.37375
BTC,7/16/2017,2045.5725
BTC,7/17/2017,1986.9425
BTC,7/18/2017,2189.23999
BTC,7/19/2017,2354.8925
BTC,7/20/2017,2349.355
BTC,7/21/2017,2740.56875
BTC,7/22/2017,2738.775
BTC,7/23/2017,2831.67875
BTC,7/24/2017,2772.3675
BTC,7/25/2017,2768.8025
BTC,7/26/2017,2540.20874
BTC,7/27/2017,2570.195
BTC,7/28/2017,2699.72125
BTC,7/29/2017,2719.69
BTC,7/30/2017,2714.70375
BTC,7/31/2017,2718.6175
BTC,8/1/2017,2867.65375
BTC,8/2/2017,2739.70875
BTC,8/3/2017,2740.07125
BTC,8/4/2017,2811.71
BTC,8/5/2017,3123.41125
BTC,8/6/2017,3254.71
BTC,8/7/2017,3274.6375
BTC,8/8/2017,3474.7625
BTC,8/9/2017,3416.185
BTC,8/10/2017,3364.41125
BTC,8/11/2017,3451.8525
BTC,8/12/2017,3705.43
BTC,8/13/2017,4104.015
BTC,8/14/2017,4036.7575
BTC,8/15/2017,4462.67625
BTC,8/16/2017,4118.9025
BTC,8/17/2017,4322.42125
BTC,8/18/2017,4311.685
BTC,8/19/2017,4180.23875
BTC,8/20/2017,4139.38125
BTC,8/21/2017,4110.94125
BTC,8/22/2017,3911.27625
BTC,8/23/2017,4162.79249
BTC,8/24/2017,4178.75625
BTC,8/25/2017,4396.03125
BTC,8/26/2017,4359.9025
BTC,8/27/2017,4381.39625
BTC,8/28/2017,4340.46
BTC,8/29/2017,4442.6575
BTC,8/30/2017,4664.64375
BTC,8/31/2017,4676.1425
BTC,9/1/2017,4783.17
BTC,9/2/2017,4864.285
BTC,9/3/2017,4672.56875
BTC,9/4/2017,4593.1825
BTC,9/5/2017,4160.535
BTC,9/6/2017,4517.57
BTC,9/7/2017,4543.1025
BTC,9/8/2017,4628.6025
BTC,9/9/2017,4280.975
BTC,9/10/2017,4194.21875
BTC,9/11/2017,4307.82625
BTC,9/12/2017,4295.76124
BTC,9/13/2017,3944.58375
BTC,9/14/2017,3817.0575
BTC,9/15/2017,3358.10875
BTC,9/16/2017,3772.68375
BTC,9/17/2017,3608.595
BTC,9/18/2017,3764.6175
BTC,9/19/2017,3976.3875
BTC,9/20/2017,3863.18625
BTC,9/21/2017,3827.685
BTC,9/22/2017,3690.99125
BTC,9/23/2017,3612.1625
BTC,9/24/2017,3772.8475
BTC,9/25/2017,3753.435
BTC,9/26/2017,3920.99125
BTC,9/27/2017,3939.515
BTC,9/28/2017,4220.28
BTC,9/29/2017,4062.20375
BTC,9/30/2017,4207.825
BTC,10/1/2017,4300.55125
BTC,10/2/2017,4414.1775
BTC,10/3/2017,4424.4725
BTC,10/4/2017,4307.555
BTC,10/5/2017,4186.78374
BTC,10/6/2017,4325.23625
BTC,10/7/2017,4370.16875
BTC,10/8/2017,4446.17249
BTC,10/9/2017,4624.34875
BTC,10/10/2017,4789.30125
BTC,10/11/2017,4741.70875
BTC,10/12/2017,4858.60499
BTC,10/13/2017,5728.5475
BTC,10/14/2017,5666.97875
BTC,10/15/2017,5779.07375
BTC,10/16/2017,5607.01
BTC,10/17/2017,5643.55375
BTC,10/18/2017,5495.03875
BTC,10/19/2017,5627.08625
BTC,10/20/2017,5686.52625
BTC,10/21/2017,6098.115
BTC,10/22/2017,5949.07875
BTC,10/23/2017,5969.795
BTC,10/24/2017,5649.005
BTC,10/25/2017,5550.85875
BTC,10/26/2017,5776.87875
BTC,10/27/2017,5923.70625
BTC,10/28/2017,5737.1025
BTC,10/29/2017,5741.7225
BTC,10/30/2017,6151.325
BTC,10/31/2017,6130.56375
BTC,11/1/2017,6424.515
BTC,11/2/2017,6879.365
BTC,11/3/2017,7199.2375
BTC,11/4/2017,7210.46875
BTC,11/5/2017,7376.7425
BTC,11/6/2017,7231.93
BTC,11/7/2017,7123.89375
BTC,11/8/2017,7356.50625
BTC,11/9/2017,7342.82375
BTC,11/10/2017,7250.77
BTC,11/11/2017,6773.695
BTC,11/12/2017,6075.30125
BTC,11/13/2017,5969.13
BTC,11/14/2017,6666.27125
BTC,11/15/2017,6867.42625
BTC,11/16/2017,7259.3
BTC,11/17/2017,7924.1825
BTC,11/18/2017,7598.2775
BTC,11/19/2017,7787.45625
BTC,11/20/2017,7954.7675
BTC,11/21/2017,7879.06
BTC,11/22/2017,8150.6325
BTC,11/23/2017,8208.75375
BTC,11/24/2017,8094.445
BTC,11/25/2017,8190.87125
BTC,11/26/2017,8851.305
BTC,11/27/2017,9573.9675
BTC,11/28/2017,9713.09625
BTC,11/29/2017,10295.6225
BTC,11/30/2017,10542.6625
BTC,12/1/2017,9706.10375
BTC,12/2/2017,10923.20125
BTC,12/3/2017,10973.54375
BTC,12/4/2017,11382.20875
BTC,12/5/2017,11597.23125
BTC,12/6/2017,12230.365
BTC,12/7/2017,13734.52
BTC,12/8/2017,16403.42125
BTC,12/9/2017,15732.1
BTC,12/10/2017,13152.52875
BTC,12/11/2017,16299.2975
BTC,12/12/2017,16374.8975
BTC,12/13/2017,16678.28749
BTC,12/14/2017,16246.13875
BTC,12/15/2017,17221.65125
BTC,12/16/2017,17436.5975
BTC,12/17/2017,19166.97874
BTC,12/18/2017,18640.2625
BTC,12/19/2017,18984.7675
BTC,12/20/2017,16862.57125
BTC,12/21/2017,16925.0175
BTC,12/22/2017,14182.46499
BTC,12/23/2017,14694.5825
BTC,12/24/2017,14103.21875
BTC,12/25/2017,13387.34875
BTC,12/26/2017,14652.3675
BTC,12/27/2017,15846.07375
BTC,12/28/2017,14362.40375
BTC,12/29/2017,14867.5725
BTC,12/30/2017,13643.695
BTC,12/31/2017,13062.145
BTC,1/1/2018,13439.4175
BTC,1/2/2018,13337.62125
BTC,1/3/2018,14881.545
BTC,1/4/2018,15104.45
BTC,1/5/2018,14953.8525
BTC,1/6/2018,16576.69625
BTC,1/7/2018,16735.10625
BTC,1/8/2018,15632.41125
BTC,1/9/2018,15242.93625
BTC,1/10/2018,14122.825
BTC,1/11/2018,13269.5975
BTC,1/12/2018,13633.36375
BTC,1/13/2018,14165.90625
BTC,1/14/2018,14217.3625
BTC,1/15/2018,13519.92625
BTC,1/16/2018,12915.11625
BTC,1/17/2018,10870.16875
BTC,1/18/2018,11340.65
BTC,1/19/2018,11137.36875
BTC,1/20/2018,11742.94125
BTC,1/21/2018,12486.06625
BTC,1/22/2018,11508.62
BTC,1/23/2018,10872.9025
BTC,1/24/2018,10830.9275
BTC,1/25/2018,11629.375
BTC,1/26/2018,11524.345
BTC,1/27/2018,11005.615
BTC,1/28/2018,11452.23
BTC,1/29/2018,11412.79375
BTC,1/30/2018,10917.15125
BTC,1/31/2018,9914.4725
BTC,2/1/2018,9970.30875
BTC,2/2/2018,8715.59499
BTC,2/3/2018,8285.50124
BTC,2/4/2018,9192.045
BTC,2/5/2018,8136.39
BTC,2/6/2018,6332.37
BTC,2/7/2018,7270.5075
BTC,2/8/2018,7987.28125
BTC,2/9/2018,8086.7725
BTC,2/10/2018,8930.13875
BTC,2/11/2018,8045.44
BTC,2/12/2018,8478.92499
BTC,2/13/2018,8766.8525
BTC,2/14/2018,8693.2525
BTC,2/15/2018,9659.2875
BTC,2/16/2018,10110.83875
BTC,2/17/2018,10474.77125
BTC,2/18/2018,10855.9375
BTC,2/19/2018,10537.00625
BTC,2/20/2018,11416.03875
BTC,2/21/2018,10928.02
BTC,2/22/2018,10727.9525
BTC,2/23/2018,9809.72125
BTC,2/24/2018,10412.36875
BTC,2/25/2018,9585.285
BTC,2/26/2018,9627.71625
BTC,2/27/2018,10272.9025
BTC,2/28/2018,10903.01875
BTC,3/1/2018,10352.04625
BTC,3/2/2018,11100.2925
BTC,3/3/2018,11305.1225
BTC,3/4/2018,11171.8175
BTC,3/5/2018,11558.475
BTC,3/6/2018,11246.7475
BTC,3/7/2018,10735.88625
BTC,3/8/2018,9552.75875
BTC,3/9/2018,8980.19249
BTC,3/10/2018,9251.2925
BTC,3/11/2018,8680.6075
BTC,3/12/2018,9433.47374
BTC,3/13/2018,9047.5125
BTC,3/14/2018,9260.70875
BTC,3/15/2018,7895.98875
BTC,3/16/2018,8039.6025
BTC,3/17/2018,8206.555
BTC,3/18/2018,7667.99
BTC,3/19/2018,8189.49125
BTC,3/20/2018,8597.3375
BTC,3/21/2018,9028.2975
BTC,3/22/2018,9023.7175
BTC,3/23/2018,8411.6525
BTC,3/24/2018,8881.98625
BTC,3/25/2018,8548.8125
BTC,3/26/2018,8429.33124
BTC,3/27/2018,7854.6375
BTC,3/28/2018,7863.255
BTC,3/29/2018,7866.36
BTC,3/30/2018,6861.325
BTC,3/31/2018,6970.36375
BTC,4/1/2018,6926.875
BTC,4/2/2018,6986.835
BTC,4/3/2018,7182.12
BTC,4/4/2018,7295.89
BTC,4/5/2018,6769.48375
BTC,4/6/2018,6766.5925
BTC,4/7/2018,6854.92125
BTC,4/8/2018,6964.4325
BTC,4/9/2018,7125.53875
BTC,4/10/2018,6789.2675
BTC,4/11/2018,6824.49375
BTC,4/12/2018,6941.63875
BTC,4/13/2018,7823.55875
BTC,4/14/2018,8040.88125
BTC,4/15/2018,8083.57375
BTC,4/16/2018,8160.4125
BTC,4/17/2018,8030.57
BTC,4/18/2018,7937.61
BTC,4/19/2018,8188.71875
BTC,4/20/2018,8333.81374
BTC,4/21/2018,8866.67
BTC,4/22/2018,8830.05875
BTC,4/23/2018,8868.16124
BTC,4/24/2018,9191.82
BTC,4/25/2018,9373.3025
BTC,4/26/2018,8807.515
BTC,4/27/2018,9153.64125
BTC,4/28/2018,9144.38375
BTC,4/29/2018,9444.1425
BTC,4/30/2018,9268.7175
BTC,5/1/2018,8949.87624
BTC,5/2/2018,9029.47875
BTC,5/3/2018,9228.8525
BTC,5/4/2018,9572.69875
BTC,5/5/2018,9817.5975
BTC,5/6/2018,9845.54375
BTC,5/7/2018,9326.76125
BTC,5/8/2018,9424.99124
BTC,5/9/2018,9039.02875
BTC,5/10/2018,9327.04999
BTC,5/11/2018,8920.25625
BTC,5/12/2018,8408.35875
BTC,5/13/2018,8442.23875
BTC,5/14/2018,8398.86249
BTC,5/15/2018,8711.38875
BTC,5/16/2018,8159.25625
BTC,5/17/2018,8360.22875
BTC,5/18/2018,7996.82125
BTC,5/19/2018,8237.3425
BTC,5/20/2018,8250.395
BTC,5/21/2018,8493.13125
BTC,5/22/2018,8324.025
BTC,5/23/2018,7951.51375
BTC,5/24/2018,7614.96375
BTC,5/25/2018,7599.9525
BTC,5/26/2018,7436.835
BTC,5/27/2018,7296.79625
BTC,5/28/2018,7383.2175
BTC,5/29/2018,7118.42375
BTC,5/30/2018,7491.61125
BTC,5/31/2018,7363.27625
BTC,6/1/2018,7490.62125
BTC,6/2/2018,7518.333329
BTC,6/3/2018,7630.403388
BTC,6/4/2018,7505.589277
BTC,6/5/2018,7624.187971
BTC,6/7/2018,7658.57
BTC,6/8/2018,7684.93
BTC,6/9/2018,7618.11
BTC,6/10/2018,7495.1
BTC,6/11/2018,6770.31
BTC,6/12/2018,6780.340803
BTC,6/13/2018,6321.655965
BTC,6/15/2018,6601.324158
BTC,6/16/2018,6397.44117
BTC,6/17/2018,6529.544015
BTC,6/18/2018,6482.868697
BTC,6/19/2018,6711.64967
BTC,6/20/2018,6731.710147
BTC,6/21/2018,6729.925937
BTC,6/23/2018,6099.445277
BTC,6/24/2018,6198.700824
BTC,6/25/2018,6142.39257
BTC,6/26/2018,6244.328455
BTC,6/27/2018,6148.422705
BTC,6/28/2018,6140.1915
BTC,6/29/2018,5954.526582
BTC,6/30/2018,6189.309252
BTC,7/1/2018,6373.277854
BTC,7/3/2018,6629.749595
BTC,7/4/2018,6589.632793
BTC,7/6/2018,6538.682432
BTC,7/7/2018,6570.427592
BTC,7/8/2018,6744.988679
BTC,7/9/2018,6694.530851
BTC,7/11/2018,6360.446668
BTC,7/13/2018,6144.810118
BTC,7/14/2018,6254.678129
BTC,7/16/2018,6671.625919
BTC,7/18/2018,7315.55104
BTC,7/19/2018,7484.63967
BTC,7/21/2018,7357.445677
BTC,7/22/2018,7424.734238
BTC,7/23/2018,7411.200525
BTC,7/24/2018,7730.24748
BTC,7/25/2018,8325.801534
BTC,7/26/2018,8271.59792
BTC,7/27/2018,7925.247396
BTC,7/28/2018,8184.695535
BTC,7/30/2018,8166.38836
BTC,8/1/2018,7700.834129
BTC,8/2/2018,7588.58618
BTC,8/3/2018,7423.074378
BTC,8/5/2018,7396.041122
BTC,8/6/2018,7402.336634
BTC,8/8/2018,6748.441484
BTC,8/9/2018,6460.153155
BTC,8/10/2018,6482.973449
BTC,8/11/2018,6092.533104
BTC,8/12/2018,6338.738957
BTC,8/13/2018,6260.192995
BTC,8/14/2018,6123.447601
BTC,8/15/2018,6332.6069
BTC,8/17/2018,6273.88807
BTC,8/18/2018,6396.946369
BTC,8/19/2018,6516.668382
BTC,8/20/2018,6299.395333
BTC,8/22/2018,6355.881809
BTC,8/23/2018,6503.832362
BTC,8/24/2018,6675.360683
BTC,8/25/2018,6725.032327
BTC,8/26/2018,6689.822683
BTC,8/28/2018,7084.293617
BTC,8/29/2018,7059.231235
BTC,8/31/2018,7028.447312
BTC,9/1/2018,7198.058436
BTC,9/2/2018,7282.858514
BTC,9/3/2018,7260.251593
BTC,9/4/2018,7361.271864
BTC,9/5/2018,6913.115013
BTC,9/7/2018,6400.268706
BTC,9/8/2018,6181.744207
BTC,9/9/2018,6253.937201
BTC,9/11/2018,6275.083132
BTC,9/12/2018,6275.669588
BTC,9/13/2018,6283.1842
BTC,9/15/2018,6285.982466
BTC,9/16/2018,6281.409356
BTC,9/18/2018,6273.220083
BTC,9/19/2018,6282.610727
BTC,9/21/2018,6288.07017
BTC,9/22/2018,6317.699685
BTC,9/23/2018,6293.836421
BTC,9/24/2018,6289.621327
BTC,9/25/2018,6466.994564
BTC,9/26/2018,6391.385981
BTC,9/27/2018,6509.776621
BTC,9/28/2018,6698.416047
BTC,9/29/2018,6502.688151
BTC,9/30/2018,6576.61432
BTC,10/1/2018,6647.387947
BTC,10/2/2018,6603.754342
BTC,10/3/2018,6481.24577
BTC,10/4/2018,6594.935786
BTC,10/6/2018,6595.260326
BTC,10/8/2018,6662.8685
BTC,10/9/2018,6663.021071
BTC,10/11/2018,6619.495845
BTC,10/12/2018,6285.859203
BTC,10/13/2018,6309.198921
BTC,10/14/2018,6361.417016
BTC,10/15/2018,6721.587503
BTC,10/17/2018,6724.833078
BTC,10/18/2018,6374.648863
BTC,10/20/2018,6407.479085
BTC,10/22/2018,6412.530491
BTC,10/23/2018,6396.880154
BTC,10/24/2018,6407.667175
BTC,10/25/2018,6405.500726
BTC,10/27/2018,6392.179337
BTC,10/28/2018,6429.687141
BTC,10/29/2018,6266.189683
BTC,10/30/2018,6276.4645
BTC,10/31/2018,6321.713671
BTC,11/1/2018,6341.094813
BTC,11/2/2018,6360.141272
BTC,11/3/2018,6344.738943
BTC,11/4/2018,6405.139755
BTC,11/5/2018,6396.352124
BTC,11/6/2018,6425.917802
BTC,11/7/2018,6514.489453
BTC,11/8/2018,6412.524289
BTC,11/9/2018,6343.632504
BTC,11/10/2018,6365.655232
BTC,11/11/2018,6327.480646
BTC,11/12/2018,6327.154696
BTC,11/13/2018,6282.438677
BTC,11/14/2018,5524.801093
BTC,11/15/2018,5511.152834
BTC,11/16/2018,5448.600634
BTC,11/17/2018,5497.411279
BTC,11/18/2018,5553.014895
BTC,11/19/2018,4800.342897
BTC,11/20/2018,4246.312774
BTC,11/21/2018,4478.299558
BTC,11/22/2018,4405.744031
BTC,11/23/2018,4329.91722
BTC,11/24/2018,3728.872648
BTC,11/25/2018,3951.205029
BTC,11/26/2018,3640.557165
BTC,11/27/2018,3792.192364
BTC,11/28/2018,4174.319972
BTC,11/29/2018,4218.608363
BTC,11/30/2018,3952.447895
BTC,12/1/2018,4178.603828
BTC,12/2/2018,4118.518242
BTC,12/3/2018,3847.032737
BTC,12/4/2018,3889.29212
BTC,12/5/2018,3713.573383
BTC,12/6/2018,3578.206624
BTC,12/7/2018,3391.874146
BTC,12/8/2018,3452.616185
BTC,12/9/2018,3507.306367
BTC,12/10/2018,3419.733768
BTC,12/11/2018,3360.946628
BTC,12/12/2018,3414.833749
BTC,12/13/2018,3263.547913
BTC,12/14/2018,3212.207081
BTC,12/15/2018,3194.962272
BTC,12/16/2018,3200.642468
BTC,12/17/2018,3478.461203
BTC,12/18/2018,3562.894946
BTC,12/19/2018,3709.316759
BTC,12/20/2018,4065.799953
BTC,12/21/2018,3824.739794
BTC,12/22/2018,3862.726329
BTC,12/23/2018,3949.794342
BTC,12/24/2018,4054.29626
BTC,12/25/2018,3767.350024
BTC,12/26/2018,3807.153022
BTC,12/27/2018,3587.198223
BTC,12/28/2018,3865.5293
BTC,12/29/2018,3725.48
BTC,12/30/2018,3832.4
BTC,12/31/2018,3689.56462
BTC,1/1/2019,3715.564441
BTC,1/2/2019,3882.304754
BTC,1/3/2019,3795.592741
BTC,1/4/2019,3812.381108
BTC,1/5/2019,3809.914343
BTC,1/6/2019,4014.133187
BTC,1/7/2019,3989.631741
BTC,1/8/2019,3992.986144
BTC,1/9/2019,3995.325193
BTC,1/10/2019,3617.346291
BTC,1/11/2019,3606.16489
BTC,1/12/2019,3611.528238
BTC,1/13/2019,3497.669392
BTC,1/14/2019,3654.347067
BTC,1/15/2019,3568.751259
BTC,1/16/2019,3593.72174
BTC,1/17/2019,3623.717337
BTC,1/18/2019,3605.855187
BTC,1/19/2019,3690.908564
BTC,1/20/2019,3544.221724
BTC,1/21/2019,3528.463529
BTC,1/22/2019,3581.551947
BTC,1/23/2019,3549.770799
BTC,1/24/2019,3562.920476
BTC,1/25/2019,3566.666164
BTC,1/26/2019,3563.27801
BTC,1/27/2019,3539.620947
BTC,1/28/2019,3425.262161
BTC,1/29/2019,3395.018645
BTC,1/30/2019,3441.032215
BTC,1/31/2019,3420.633227
BTC,2/1/2019,3439.805699
BTC,2/2/2019,3433.035285
BTC,2/3/2019,3404.499313
BTC,2/4/2019,3412.230431
BTC,2/5/2019,3419.767899
BTC,2/6/2019,3367.519032
BTC,2/7/2019,3360.534076
BTC,2/8/2019,3591.022152
BTC,2/9/2019,3617.46468
BTC,2/10/2019,3621.154003
BTC,2/11/2019,3593.183177
BTC,2/12/2019,3579.341881
BTC,2/13/2019,3569.554833
BTC,2/14/2019,3558.396858
BTC,2/15/2019,3566.247765
BTC,2/16/2019,3596.405191
BTC,2/17/2019,3606.151988
BTC,2/18/2019,3865.318165
BTC,2/19/2019,3904.48292
BTC,2/20/2019,3924.739844
BTC,2/21/2019,3889.758485
BTC,2/22/2019,3933.60759
BTC,2/23/2019,4105.112759
BTC,2/24/2019,3763.620516
BTC,2/25/2019,3819.865341
BTC,2/26/2019,3797.58179
BTC,2/27/2019,3772.936335
